<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.01.22	15:00:00	1556.11	1557.34	1554.51	1556.03	6048	0	23
2020.01.22	16:00:00	1556.13	1558.82	1555.83	1557.88	6078	0	23
2020.01.22	17:00:00	1557.94	1557.95	1554.78	1557.01	6569	0	23
2020.01.22	18:00:00	1556.95	1558.10	1555.37	1556.00	4292	0	23
2020.01.22	19:00:00	1555.98	1558.07	1555.88	1557.66	2395	0	24
2020.01.22	20:00:00	1557.68	1558.37	1556.60	1557.06	2173	0	23
2020.01.22	21:00:00	1557.06	1557.78	1556.26	1557.53	2232	0	24
2020.01.22	22:00:00	1557.52	1558.78	1557.30	1558.78	3174	0	26
2020.01.22	23:00:00	1558.79	1558.99	1558.34	1558.57	1051	0	23
2020.01.23	00:00:00	1558.86	1567.97	1551.95	1562.73	183342	0	0
2020.01.23	01:00:00	1558.78	1563.64	1558.38	1561.37	2519	0	23
2020.01.23	02:00:00	1561.35	1562.94	1560.63	1561.76	3044	0	23
2020.01.23	03:00:00	1561.77	1563.40	1558.59	1559.87	5194	0	14
2020.01.23	04:00:00	1559.88	1560.38	1555.87	1555.94	4187	0	23
2020.01.23	05:00:00	1555.93	1558.98	1555.76	1558.69	2214	0	23
2020.01.23	06:00:00	1558.71	1559.14	1558.23	1558.80	1348	0	23
2020.01.23	07:00:00	1558.78	1560.80	1557.51	1557.80	3365	0	23
2020.01.23	08:00:00	1557.81	1558.06	1555.34	1557.28	3609	0	23
2020.01.23	09:00:00	1557.28	1557.29	1553.33	1554.04	3891	0	13
2020.01.23	10:00:00	1554.08	1556.84	1552.90	1555.93	3162	0	23
2020.01.23	11:00:00	1555.92	1556.30	1553.80	1554.17	2760	0	11
2020.01.23	12:00:00	1554.16	1554.63	1553.66	1554.59	1258	0	23
2020.01.23	13:00:00	1554.59	1554.68	1552.78	1552.80	1054	0	23
2020.01.23	14:00:00	1552.80	1555.35	1551.77	1555.04	2847	0	23
2020.01.23	15:00:00	1555.03	1557.49	1554.47	1556.76	5249	0	23
2020.01.23	16:00:00	1556.71	1564.77	1554.50	1562.88	9631	0	23
2020.01.23	17:00:00	1562.80	1563.22	1559.72	1562.56	9104	0	23
2020.01.23	18:00:00	1562.63	1567.00	1562.34	1563.75	8064	0	23
2020.01.23	19:00:00	1563.83	1567.75	1563.54	1567.18	3310	0	23
2020.01.23	20:00:00	1567.17	1567.84	1562.22	1562.22	4761	0	23
2020.01.23	21:00:00	1562.22	1563.31	1560.19	1562.73	2904	0	23
2020.01.23	22:00:00	1562.77	1564.01	1561.55	1562.22	3918	0	23
2020.01.23	23:00:00	1562.22	1563.51	1561.81	1562.79	1030	0	25
2020.01.24	00:00:00	1562.12	1575.89	1556.57	1571.62	166639	0	0
2020.01.24	01:00:00	1563.04	1563.04	1560.74	1560.83	1469	0	25
2020.01.24	02:00:00	1560.81	1561.86	1560.18	1560.97	2287	0	23
2020.01.24	03:00:00	1561.00	1562.61	1559.47	1561.77	2464	0	23
2020.01.24	04:00:00	1561.80	1562.18	1561.07	1561.60	1273	0	23
2020.01.24	05:00:00	1561.61	1562.12	1560.95	1561.60	814	0	26
2020.01.24	06:00:00	1561.64	1562.17	1559.27	1559.58	1390	0	23
2020.01.24	07:00:00	1559.59	1561.05	1559.53	1560.42	828	0	23
2020.01.24	08:00:00	1560.45	1561.37	1560.10	1560.60	1183	0	23
2020.01.24	09:00:00	1560.60	1561.34	1559.31	1559.47	2045	0	18
2020.01.24	10:00:00	1559.49	1559.95	1557.48	1558.36	4172	0	23
2020.01.24	11:00:00	1558.35	1561.35	1558.14	1561.16	3070	0	23
2020.01.24	12:00:00	1561.16	1562.86	1560.58	1560.58	1660	0	24
2020.01.24	13:00:00	1560.58	1560.58	1558.54	1559.05	1773	0	23
2020.01.24	14:00:00	1559.07	1560.27	1557.38	1558.03	2463	0	23
2020.01.24	15:00:00	1558.03	1562.23	1556.46	1561.30	4286	0	22
2020.01.24	16:00:00	1561.34	1566.24	1559.65	1564.29	7177	0	23
2020.01.24	17:00:00	1564.27	1575.39	1563.97	1570.01	10830	0	23
2020.01.24	18:00:00	1569.92	1573.65	1568.76	1572.40	9054	0	23
2020.01.24	19:00:00	1572.48	1575.74	1570.47	1571.58	7019	0	23
2020.01.24	20:00:00	1571.57	1574.47	1571.50	1572.74	6289	0	23
2020.01.24	21:00:00	1572.77	1575.67	1570.77	1571.03	5038	0	23
2020.01.24	22:00:00	1571.07	1572.52	1569.45	1571.42	5979	0	23
2020.01.24	23:00:00	1571.48	1571.82	1570.12	1570.87	805	0	13
2020.01.27	00:00:00	1581.03	1588.65	1575.88	1581.96	239984	0	0
2020.01.27	01:00:00	1580.63	1588.36	1580.32	1582.65	7927	0	23
2020.01.27	02:00:00	1582.65	1582.87	1577.24	1577.98	6530	0	23
2020.01.27	03:00:00	1578.00	1581.72	1577.41	1581.01	3717	0	23
2020.01.27	04:00:00	1580.95	1583.06	1580.73	1581.96	3083	0	23
2020.01.27	05:00:00	1581.95	1581.95	1579.25	1579.34	2677	0	23
2020.01.27	06:00:00	1579.33	1580.04	1577.83	1579.01	1835	0	23
2020.01.27	07:00:00	1579.02	1580.68	1578.30	1580.49	2434	0	23
2020.01.27	08:00:00	1580.43	1580.82	1578.20	1578.80	2194	0	24
2020.01.27	09:00:00	1578.80	1579.96	1576.71	1577.98	4276	0	23
2020.01.27	10:00:00	1577.96	1579.67	1575.77	1579.49	5163	0	23
2020.01.27	11:00:00	1579.41	1583.50	1579.03	1582.62	5182	0	23
2020.01.27	12:00:00	1582.64	1585.53	1582.02	1585.32	4113	0	23
2020.01.27	13:00:00	1585.37	1586.17	1582.75	1584.30	5117	0	23
2020.01.27	14:00:00	1584.21	1584.35	1580.17	1583.72	5123	0	23
2020.01.27	15:00:00	1583.71	1584.80	1580.92	1581.29	6597	0	23
2020.01.27	16:00:00	1581.30	1585.91	1578.03	1579.67	11666	0	23
2020.01.27	17:00:00	1579.65	1584.32	1579.32	1583.66	10053	0	23
2020.01.27	18:00:00	1583.65	1583.88	1580.89	1582.49	8162	0	23
2020.01.27	19:00:00	1582.49	1582.62	1578.61	1580.04	5535	0	23
2020.01.27	20:00:00	1580.01	1580.07	1576.97	1578.13	5948	0	23
2020.01.27	21:00:00	1578.12	1580.92	1578.04	1580.77	4306	0	23
2020.01.27	22:00:00	1580.79	1583.11	1579.95	1582.60	4425	0	23
2020.01.27	23:00:00	1582.61	1583.26	1581.38	1581.85	1429	0	23
2020.01.28	00:00:00	1581.59	1583.06	1565.56	1567.10	187029	0	0
2020.01.28	01:00:00	1581.38	1581.46	1580.02	1581.04	1304	0	23
2020.01.28	02:00:00	1581.04	1582.95	1580.13	1582.57	2079	0	23
2020.01.28	03:00:00	1582.54	1582.92	1580.00	1580.82	3488	0	23
2020.01.28	04:00:00	1580.79	1582.13	1580.49	1580.95	2580	0	23
2020.01.28	05:00:00	1580.95	1581.16	1579.44	1579.54	1798	0	23
2020.01.28	06:00:00	1579.56	1580.24	1578.93	1579.48	2043	0	23
2020.01.28	07:00:00	1579.49	1580.52	1578.26	1579.07	1977	0	23
2020.01.28	08:00:00	1579.08	1579.70	1578.05	1578.84	2499	0	23
2020.01.28	09:00:00	1578.77	1579.87	1576.79	1577.05	3781	0	23
2020.01.28	10:00:00	1577.07	1581.20	1577.07	1580.24	5075	0	23
2020.01.28	11:00:00	1580.30	1582.19	1578.36	1579.03	6496	0	23
2020.01.28	12:00:00	1579.05	1579.97	1578.73	1579.23	3448	0	23
2020.01.28	13:00:00	1579.23	1580.64	1577.94	1578.07	2866	0	23
2020.01.28	14:00:00	1578.05	1578.76	1571.53	1573.97	6774	0	23
2020.01.28	15:00:00	1573.97	1575.50	1572.07	1574.86	6967	0	23
2020.01.28	16:00:00	1574.85	1577.90	1574.24	1576.01	8555	0	23
2020.01.28	17:00:00	1575.83	1575.86	1567.31	1570.18	10135	0	23
2020.01.28	18:00:00	1570.18	1571.58	1567.90	1568.23	6584	0	23
2020.01.28	19:00:00	1568.27	1570.45	1567.01	1569.75	4299	0	23
2020.01.28	20:00:00	1569.78	1571.63	1569.36	1569.53	4016	0	23
2020.01.28	21:00:00	1569.50	1570.09	1567.85	1569.08	2820	0	26
2020.01.28	22:00:00	1569.08	1570.11	1568.37	1569.02	3339	0	23
2020.01.28	23:00:00	1569.02	1569.18	1565.44	1567.76	2176	0	23
2020.01.29	00:00:00	1566.89	1578.00	1563.38	1576.55	161523	0	0
2020.01.29	01:00:00	1566.51	1569.90	1566.37	1568.39	2081	0	23
2020.01.29	02:00:00	1568.37	1568.98	1567.81	1568.28	1985	0	23
2020.01.29	03:00:00	1568.28	1569.17	1563.37	1565.74	4958	0	23
2020.01.29	04:00:00	1565.72	1566.69	1564.99	1565.12	2681	0	23
2020.01.29	05:00:00	1565.10	1565.26	1563.28	1564.41	1872	0	23
2020.01.29	06:00:00	1564.41	1565.94	1564.37	1565.37	1465	0	25
2020.01.29	07:00:00	1565.37	1567.08	1564.77	1566.95	1579	0	23
2020.01.29	08:00:00	1566.95	1567.82	1565.98	1567.53	1430	0	23
2020.01.29	09:00:00	1567.54	1568.99	1567.38	1567.93	2516	0	23
2020.01.29	10:00:00	1567.96	1569.85	1567.14	1568.86	4837	0	23
2020.01.29	11:00:00	1568.80	1571.58	1568.10	1570.65	3242	0	23
2020.01.29	12:00:00	1570.64	1571.46	1570.24	1570.45	2396	0	23
2020.01.29	13:00:00	1570.45	1572.31	1569.37	1571.80	2709	0	23
2020.01.29	14:00:00	1571.82	1571.91	1570.21	1571.45	3067	0	23
2020.01.29	15:00:00	1571.42	1572.17	1569.08	1569.69	5285	0	23
2020.01.29	16:00:00	1569.68	1572.56	1567.75	1571.93	7206	0	23
2020.01.29	17:00:00	1571.90	1574.37	1568.75	1569.74	9281	0	23
2020.01.29	18:00:00	1569.75	1571.42	1569.41	1570.43	4240	0	23
2020.01.29	19:00:00	1570.43	1571.07	1569.25	1570.82	1817	0	25
2020.01.29	20:00:00	1570.76	1571.33	1569.82	1570.16	2093	0	23
2020.01.29	21:00:00	1570.21	1576.81	1568.69	1576.55	6588	0	23
2020.01.29	22:00:00	1576.52	1577.89	1574.77	1576.82	4836	0	23
2020.01.29	23:00:00	1576.87	1577.84	1576.32	1577.07	1152	0	23
2020.01.30	00:00:00	1577.05	1586.00	1572.36	1574.24	233128	0	0
2020.01.30	01:00:00	1575.86	1577.48	1574.96	1576.98	1676	0	23
2020.01.30	02:00:00	1576.98	1579.36	1575.93	1578.18	2353	0	23
2020.01.30	03:00:00	1578.17	1580.09	1577.71	1577.91	3006	0	23
2020.01.30	04:00:00	1577.92	1580.52	1577.91	1579.72	2920	0	23
2020.01.30	05:00:00	1579.71	1580.48	1578.02	1580.06	2687	0	23
2020.01.30	06:00:00	1580.08	1580.74	1578.92	1578.92	1577	0	23
2020.01.30	07:00:00	1579.01	1579.77	1577.90	1578.08	3006	0	23
2020.01.30	08:00:00	1578.05	1579.24	1576.89	1579.20	2867	0	23
2020.01.30	09:00:00	1579.19	1582.43	1578.17	1581.51	7067	0	23
2020.01.30	10:00:00	1581.47	1582.95	1580.34	1580.64	6672	0	23
2020.01.30	11:00:00	1580.61	1581.31	1578.32	1579.92	4186	0	23
2020.01.30	12:00:00	1579.92	1580.70	1578.93	1580.18	2642	0	23
2020.01.30	13:00:00	1580.18	1581.68	1579.87	1579.95	3149	0	23
2020.01.30	14:00:00	1579.93	1581.51	1579.37	1580.68	4326	0	23
2020.01.30	15:00:00	1580.75	1581.19	1576.72	1578.60	7428	0	23
2020.01.30	16:00:00	1578.60	1580.15	1572.23	1577.95	10331	0	23
2020.01.30	17:00:00	1578.02	1585.16	1576.30	1583.56	10708	0	21
2020.01.30	18:00:00	1583.54	1584.43	1579.35	1581.12	8253	0	23
2020.01.30	19:00:00	1581.10	1585.87	1579.95	1584.73	6888	0	23
2020.01.30	20:00:00	1584.72	1585.57	1582.87	1584.04	6360	0	23
2020.01.30	21:00:00	1584.04	1585.60	1577.22	1579.72	8633	0	23
2020.01.30	22:00:00	1579.69	1579.87	1575.99	1576.95	8127	0	23
2020.01.30	23:00:00	1576.95	1577.19	1572.58	1573.79	2566	0	23
2020.01.31	00:00:00	1574.07	1590.43	1570.97	1589.21	226039	0	0
2020.01.31	01:00:00	1574.27	1575.91	1573.89	1575.07	2012	0	23
2020.01.31	02:00:00	1575.07	1575.46	1573.87	1574.22	2741	0	23
2020.01.31	03:00:00	1574.16	1574.64	1570.86	1573.85	5330	0	23
2020.01.31	04:00:00	1573.81	1573.93	1570.82	1572.21	3837	0	23
2020.01.31	05:00:00	1572.20	1573.03	1571.75	1572.11	1561	0	23
2020.01.31	06:00:00	1572.11	1572.43	1571.58	1571.59	1298	0	24
2020.01.31	07:00:00	1571.59	1572.43	1571.49	1572.31	1569	0	26
2020.01.31	08:00:00	1572.30	1574.54	1572.30	1573.59	1814	0	23
2020.01.31	09:00:00	1573.65	1576.63	1572.87	1576.31	3132	0	23
2020.01.31	10:00:00	1576.40	1578.19	1576.04	1578.02	3171	0	23
2020.01.31	11:00:00	1578.02	1579.94	1577.36	1579.23	3565	0	23
2020.01.31	12:00:00	1579.26	1581.98	1579.09	1579.20	4403	0	23
2020.01.31	13:00:00	1579.23	1580.73	1577.84	1580.54	3835	0	23
2020.01.31	14:00:00	1580.52	1580.55	1578.40	1578.79	3185	0	23
2020.01.31	15:00:00	1578.79	1582.10	1578.26	1579.29	6305	0	23
2020.01.31	16:00:00	1579.31	1584.64	1578.33	1582.80	10000	0	23
2020.01.31	17:00:00	1582.79	1588.99	1581.67	1588.12	12640	0	23
2020.01.31	18:00:00	1588.11	1588.57	1582.19	1582.63	11249	0	23
2020.01.31	19:00:00	1582.81	1586.17	1580.90	1583.48	10096	0	23
2020.01.31	20:00:00	1583.49	1587.49	1582.35	1585.63	9046	0	23
2020.01.31	21:00:00	1585.55	1587.21	1584.07	1586.74	6391	0	23
2020.01.31	22:00:00	1586.76	1589.38	1585.01	1586.71	8458	0	23
2020.01.31	23:00:00	1586.74	1590.32	1585.70	1588.84	2285	0	23
2020.02.03	00:00:00	1593.47	1593.85	1569.67	1576.57	225856	0	0
2020.02.03	01:00:00	1589.51	1591.95	1587.51	1589.33	4667	0	23
2020.02.03	02:00:00	1589.38	1589.95	1583.95	1586.22	4436	0	23
2020.02.03	03:00:00	1586.26	1587.93	1582.07	1582.29	10268	0	23
2020.02.03	04:00:00	1582.29	1583.90	1581.48	1582.73	5615	0	23
2020.02.03	05:00:00	1582.77	1583.40	1579.52	1580.23	4111	0	23
2020.02.03	06:00:00	1580.19	1581.32	1579.50	1580.84	2206	0	23
2020.02.03	07:00:00	1580.83	1581.15	1579.19	1579.62	3056	0	23
2020.02.03	08:00:00	1579.60	1580.73	1578.94	1579.22	3127	0	23
2020.02.03	09:00:00	1579.20	1579.78	1573.79	1576.31	5176	0	23
2020.02.03	10:00:00	1576.31	1579.61	1573.39	1575.58	5512	0	23
2020.02.03	11:00:00	1575.60	1578.86	1574.81	1578.76	5116	0	23
2020.02.03	12:00:00	1578.76	1580.79	1577.21	1580.76	3724	0	23
2020.02.03	13:00:00	1580.78	1581.12	1577.91	1578.06	3529	0	23
2020.02.03	14:00:00	1578.12	1579.96	1577.72	1579.53	2655	0	23
2020.02.03	15:00:00	1579.53	1579.80	1575.98	1578.36	4603	0	23
2020.02.03	16:00:00	1578.34	1580.32	1574.25	1574.83	7997	0	23
2020.02.03	17:00:00	1571.05	1576.16	1569.95	1575.48	11917	0	23
2020.02.03	18:00:00	1575.50	1579.64	1574.23	1577.99	9723	0	23
2020.02.03	19:00:00	1578.00	1578.50	1574.66	1575.43	6529	0	23
2020.02.03	20:00:00	1575.43	1578.43	1575.04	1576.39	6046	0	23
2020.02.03	21:00:00	1576.39	1577.98	1575.63	1577.65	3539	0	23
2020.02.03	22:00:00	1577.65	1577.84	1575.46	1576.14	3583	0	23
2020.02.03	23:00:00	1576.10	1577.09	1576.10	1576.32	1508	0	26
2020.02.04	00:00:00	1577.13	1579.59	1549.08	1552.77	193055	0	0
2020.02.04	01:00:00	1578.55	1579.13	1578.10	1578.71	1426	0	23
2020.02.04	02:00:00	1578.71	1579.53	1577.17	1578.30	2055	0	23
2020.02.04	03:00:00	1578.34	1578.95	1573.76	1575.62	7513	0	23
2020.02.04	04:00:00	1575.67	1577.58	1575.57	1576.37	3696	0	23
2020.02.04	05:00:00	1576.38	1577.21	1574.30	1575.36	3216	0	23
2020.02.04	06:00:00	1575.36	1575.98	1574.33	1575.08	1711	0	23
2020.02.04	07:00:00	1575.08	1575.67	1572.05	1572.54	4036	0	23
2020.02.04	08:00:00	1572.56	1573.26	1570.50	1571.23	4197	0	23
2020.02.04	09:00:00	1571.25	1574.55	1571.10	1571.95	3461	0	23
2020.02.04	10:00:00	1571.95	1573.09	1567.53	1567.98	6371	0	23
2020.02.04	11:00:00	1567.98	1568.27	1565.37	1568.04	3847	0	23
2020.02.04	12:00:00	1568.04	1571.22	1567.26	1570.66	2612	0	23
2020.02.04	13:00:00	1570.64	1571.50	1569.55	1570.07	2598	0	23
2020.02.04	14:00:00	1570.05	1570.60	1566.50	1567.00	4257	0	23
2020.02.04	15:00:00	1567.01	1567.69	1559.74	1559.87	6980	0	23
2020.02.04	16:00:00	1559.86	1561.95	1556.48	1557.46	10604	0	23
2020.02.04	17:00:00	1557.41	1559.15	1551.17	1555.18	10371	0	23
2020.02.04	18:00:00	1555.14	1555.93	1551.94	1552.06	7049	0	23
2020.02.04	19:00:00	1552.13	1553.18	1548.95	1550.53	5354	0	23
2020.02.04	20:00:00	1550.53	1552.59	1549.54	1551.40	4473	0	24
2020.02.04	21:00:00	1551.38	1552.60	1550.40	1552.48	3961	0	23
2020.02.04	22:00:00	1552.40	1555.31	1552.40	1555.07	3842	0	23
2020.02.04	23:00:00	1555.08	1555.33	1551.95	1552.71	1887	0	27
2020.02.05	00:00:00	1552.84	1562.41	1547.49	1555.94	217777	0	0
2020.02.05	01:00:00	1552.97	1554.14	1552.28	1554.00	1448	0	23
2020.02.05	02:00:00	1554.04	1555.94	1552.02	1555.13	3036	0	23
2020.02.05	03:00:00	1555.24	1556.53	1552.80	1553.85	5753	0	23
2020.02.05	04:00:00	1553.84	1555.30	1553.66	1554.99	3299	0	23
2020.02.05	05:00:00	1554.98	1557.46	1554.95	1557.22	2918	0	23
2020.02.05	06:00:00	1557.17	1558.06	1556.77	1557.14	1202	0	27
2020.02.05	07:00:00	1557.17	1560.69	1557.02	1559.40	3159	0	23
2020.02.05	08:00:00	1559.39	1559.88	1558.47	1559.48	3303	0	26
2020.02.05	09:00:00	1559.55	1562.27	1559.48	1560.98	3700	0	23
2020.02.05	10:00:00	1560.98	1561.85	1552.67	1555.94	10362	0	23
2020.02.05	11:00:00	1555.98	1556.38	1547.42	1548.64	8438	0	23
2020.02.05	12:00:00	1548.64	1552.57	1548.56	1551.92	4128	0	23
2020.02.05	13:00:00	1551.92	1555.48	1550.33	1554.82	5081	0	23
2020.02.05	14:00:00	1554.94	1555.86	1553.08	1554.21	4115	0	23
2020.02.05	15:00:00	1554.21	1555.33	1549.63	1554.37	8387	0	23
2020.02.05	16:00:00	1554.44	1556.78	1552.97	1554.28	8708	0	23
2020.02.05	17:00:00	1554.23	1558.88	1552.66	1555.92	12480	0	23
2020.02.05	18:00:00	1555.93	1559.52	1555.93	1558.03	7872	0	23
2020.02.05	19:00:00	1558.02	1558.52	1557.34	1557.62	4361	0	24
2020.02.05	20:00:00	1557.62	1559.03	1557.50	1557.50	3892	0	25
2020.02.05	21:00:00	1557.50	1558.59	1556.53	1556.94	3302	0	23
2020.02.05	22:00:00	1556.89	1557.78	1556.54	1556.86	3348	0	25
2020.02.05	23:00:00	1556.86	1557.77	1555.94	1556.32	1281	0	23
2020.02.06	00:00:00	1556.16	1568.31	1552.54	1566.42	185452	0	0
2020.02.06	01:00:00	1555.80	1556.44	1554.55	1555.99	1125	0	23
2020.02.06	02:00:00	1556.07	1556.46	1554.45	1556.26	1842	0	23
2020.02.06	03:00:00	1556.26	1558.06	1554.98	1556.88	5728	0	23
2020.02.06	04:00:00	1556.77	1556.77	1553.92	1554.76	2948	0	23
2020.02.06	05:00:00	1554.76	1555.32	1553.84	1554.24	2014	0	24
2020.02.06	06:00:00	1554.24	1554.71	1552.78	1553.10	2826	0	23
2020.02.06	07:00:00	1553.08	1556.16	1552.38	1556.04	3771	0	23
2020.02.06	08:00:00	1556.04	1558.08	1554.88	1557.46	3668	0	23
2020.02.06	09:00:00	1557.47	1560.12	1557.07	1558.53	3750	0	23
2020.02.06	10:00:00	1558.52	1560.57	1558.04	1559.09	5498	0	23
2020.02.06	11:00:00	1559.09	1563.89	1558.87	1562.11	4872	0	23
2020.02.06	12:00:00	1562.09	1567.15	1562.09	1566.80	4730	0	23
2020.02.06	13:00:00	1566.77	1567.50	1564.40	1564.68	4132	0	23
2020.02.06	14:00:00	1564.72	1566.16	1563.19	1566.14	3709	0	24
2020.02.06	15:00:00	1566.15	1567.16	1562.84	1563.79	6786	0	23
2020.02.06	16:00:00	1563.74	1568.15	1561.74	1562.93	10403	0	23
2020.02.06	17:00:00	1562.84	1565.53	1561.50	1563.27	8062	0	23
2020.02.06	18:00:00	1563.27	1565.62	1562.92	1565.43	5950	0	23
2020.02.06	19:00:00	1565.36	1566.10	1564.49	1565.20	4033	0	23
2020.02.06	20:00:00	1565.25	1566.78	1564.72	1566.13	2628	0	23
2020.02.06	21:00:00	1566.11	1567.03	1565.59	1566.93	2586	0	25
2020.02.06	22:00:00	1566.88	1567.36	1565.72	1566.03	2158	0	23
2020.02.06	23:00:00	1566.00	1566.95	1565.99	1566.42	1064	0	28
2020.02.07	00:00:00	1566.60	1574.05	1560.14	1570.06	182122	0	0
2020.02.07	01:00:00	1566.02	1566.43	1565.61	1565.72	946	0	23
2020.02.07	02:00:00	1565.71	1569.06	1564.76	1568.31	2472	0	23
2020.02.07	03:00:00	1568.29	1568.90	1566.26	1567.37	7382	0	23
2020.02.07	04:00:00	1567.35	1568.06	1565.83	1567.61	3702	0	23
2020.02.07	05:00:00	1567.63	1567.88	1566.43	1566.55	2682	0	25
2020.02.07	06:00:00	1566.54	1566.65	1565.44	1565.62	1364	0	23
2020.02.07	07:00:00	1565.55	1566.42	1564.72	1565.95	2806	0	24
2020.02.07	08:00:00	1565.96	1566.42	1562.75	1564.08	4198	0	23
2020.02.07	09:00:00	1564.03	1567.20	1562.78	1566.60	5613	0	23
2020.02.07	10:00:00	1566.62	1567.77	1564.75	1565.09	4463	0	23
2020.02.07	11:00:00	1565.08	1568.45	1564.34	1567.96	3773	0	23
2020.02.07	12:00:00	1567.95	1569.76	1567.19	1569.06	4231	0	23
2020.02.07	13:00:00	1569.06	1569.53	1567.01	1568.47	3309	0	23
2020.02.07	14:00:00	1568.47	1568.48	1565.03	1565.27	3404	0	23
2020.02.07	15:00:00	1565.26	1570.12	1560.38	1568.88	8663	0	23
2020.02.07	16:00:00	1568.89	1573.93	1566.82	1572.72	9740	0	23
2020.02.07	17:00:00	1572.76	1574.02	1565.48	1566.22	8528	0	23
2020.02.07	18:00:00	1566.22	1568.74	1565.06	1567.72	6884	0	23
2020.02.07	19:00:00	1567.72	1569.35	1566.47	1569.04	3276	0	23
2020.02.07	20:00:00	1569.04	1572.33	1568.95	1572.27	4291	0	23
2020.02.07	21:00:00	1572.28	1573.15	1571.22	1572.04	4531	0	24
2020.02.07	22:00:00	1572.04	1572.04	1569.89	1569.96	2326	0	23
2020.02.07	23:00:00	1569.95	1570.48	1569.68	1570.00	916	0	28
2020.02.10	00:00:00	1571.65	1577.02	1567.99	1571.89	178851	0	0
2020.02.10	01:00:00	1572.27	1576.55	1568.87	1574.74	4405	0	23
2020.02.10	02:00:00	1574.66	1574.97	1572.61	1572.97	3501	0	23
2020.02.10	03:00:00	1572.96	1573.98	1570.00	1571.30	6809	0	23
2020.02.10	04:00:00	1571.30	1571.61	1567.90	1569.71	4749	0	23
2020.02.10	05:00:00	1569.71	1570.94	1569.05	1570.71	2349	0	23
2020.02.10	06:00:00	1570.72	1572.21	1570.41	1572.03	1534	0	23
2020.02.10	07:00:00	1572.03	1572.23	1570.30	1570.90	2869	0	23
2020.02.10	08:00:00	1570.91	1571.41	1569.78	1570.07	3045	0	25
2020.02.10	09:00:00	1570.05	1572.74	1569.35	1571.85	4520	0	23
2020.02.10	10:00:00	1571.86	1575.15	1570.67	1573.70	6619	0	23
2020.02.10	11:00:00	1573.68	1574.70	1572.28	1574.19	3627	0	23
2020.02.10	12:00:00	1574.23	1574.84	1572.19	1573.02	3953	0	23
2020.02.10	13:00:00	1572.98	1573.55	1572.05	1572.24	2961	0	23
2020.02.10	14:00:00	1572.17	1573.09	1571.28	1572.56	3252	0	23
2020.02.10	15:00:00	1572.53	1573.65	1571.66	1572.57	4786	0	23
2020.02.10	16:00:00	1572.59	1575.60	1571.65	1571.66	7565	0	23
2020.02.10	17:00:00	1571.65	1574.49	1571.53	1574.01	5725	0	23
2020.02.10	18:00:00	1574.00	1574.86	1573.63	1574.28	4272	0	25
2020.02.10	19:00:00	1574.29	1576.89	1574.05	1576.30	3917	0	23
2020.02.10	20:00:00	1576.33	1576.67	1575.01	1576.25	3091	0	23
2020.02.10	21:00:00	1576.24	1576.52	1574.76	1574.79	2273	0	23
2020.02.10	22:00:00	1574.81	1574.88	1572.26	1573.65	2727	0	25
2020.02.10	23:00:00	1573.65	1573.75	1571.76	1571.77	1244	0	23
2020.02.11	00:00:00	1571.84	1574.06	1562.12	1567.83	161364	0	0
2020.02.11	01:00:00	1572.11	1572.87	1571.66	1571.88	945	0	23
2020.02.11	02:00:00	1571.89	1572.20	1570.25	1571.21	1595	0	23
2020.02.11	03:00:00	1571.24	1571.87	1570.15	1570.40	3394	0	23
2020.02.11	04:00:00	1570.39	1570.47	1566.79	1567.63	3370	0	23
2020.02.11	05:00:00	1567.65	1568.67	1567.21	1568.49	1508	0	24
2020.02.11	06:00:00	1568.49	1568.87	1568.42	1568.63	539	0	24
2020.02.11	07:00:00	1568.63	1569.05	1567.01	1568.28	1781	0	23
2020.02.11	08:00:00	1568.27	1568.57	1566.82	1567.02	2211	0	23
2020.02.11	09:00:00	1567.03	1569.83	1566.24	1568.38	3206	0	23
2020.02.11	10:00:00	1568.42	1568.81	1565.66	1567.96	4835	0	23
2020.02.11	11:00:00	1567.93	1569.95	1567.49	1568.47	3659	0	23
2020.02.11	12:00:00	1568.45	1569.15	1567.20	1567.59	2323	0	23
2020.02.11	13:00:00	1567.62	1569.63	1567.59	1568.52	2181	0	23
2020.02.11	14:00:00	1568.52	1569.85	1568.44	1569.59	2842	0	24
2020.02.11	15:00:00	1569.66	1573.89	1568.91	1571.92	6546	0	23
2020.02.11	16:00:00	1571.95	1573.95	1570.69	1571.39	8492	0	23
2020.02.11	17:00:00	1571.35	1571.53	1562.63	1563.96	8607	0	23
2020.02.11	18:00:00	1563.94	1566.94	1562.00	1566.27	6986	0	23
2020.02.11	19:00:00	1566.22	1567.51	1565.55	1565.70	4538	0	23
2020.02.11	20:00:00	1565.70	1568.49	1565.24	1567.76	3835	0	23
2020.02.11	21:00:00	1567.72	1568.65	1567.14	1568.43	4234	0	23
2020.02.11	22:00:00	1568.38	1569.40	1567.75	1568.47	3928	0	23
2020.02.11	23:00:00	1568.47	1568.47	1567.51	1567.65	865	0	24
2020.02.12	00:00:00	1567.89	1570.49	1561.77	1565.82	147534	0	0
2020.02.12	01:00:00	1567.42	1567.77	1565.91	1566.98	1489	0	23
2020.02.12	02:00:00	1566.98	1568.51	1566.37	1567.92	2288	0	24
